"st_cnty","night_pop","day_pop"
"21169","10030","7940"
"21171","10718","9698"
"21173","28203","27893"
"21175","13345","12050"
"21177","30774","30521"
"21179","45851","41266"
"21181","7166","4233"
"21183","24087","22870"
"21185","66470","47316"
"21187","10880","7662"
"21189","4472","4293"
"21191","14529","10374"
"21193","26092","31087"
"21195","58402","63078"
"21197","12442","10748"
"21199","64623","67876"
"21201","2135","1729"
"21203","16750","12709"
"21205","24583","29520"
"21207","17821","18264"
"21209","56031","55810"
"21211","48518","42654"
"21213","18529","19130"
"21215","18794","10067"
"21217","25549","28929"
"21219","12311","9384"
"21221","14643","11935"
"21223","8515","5857"
"21225","14505","13231"
"21227","131264","143123"
"21229","12084","8377"
"21231","20468","18394"
"21233","13111","10919"
"21235","36242","36902"
"21237","7177","6399"
"21239","26533","21718"
"22001","62190","56520"
"22003","25605","24701"
"22005","124672","108836"
"22007","22300","17134"
"22009","40462","37073"
"22011","37253","30934"
"22013","13308","12439"
"22015","127185","117729"
"22017","242922","265189"
"22019","203112","206730"
"22021","9960","8698"
"22023","6968","16705"
"22025","9608","8444"
"22027","15944","13950"
"22029","19572","18866"
"22031","27436","24819"
"22033","440956","520613"
"22035","7037","7687"
"22037","19305","15666"
"22039","33443","30878"
"22041","20156","18206"
"22043","22482","17996"
"22045","70941","70524"
"22047","32721","38219"
"22049","15902","12671"
"22051","434051","419273"
"22053","31582","27770"
"22055","242782","283544"
"22057","98115","96732"
"22059","14917","13541"
"22061","47196","52066"
"22063","139567","102950"
"22065","11161","11985"
"22067","25398","23338"
"22069","38659","38501"
"22071","391006","458305"
"22073","154475","169609"
"22075","23410","26964"
"22077","21940","18593"
"22079","130562","144248"
"22081","8477","7685"
"22083","20192","19768"
"22085","24032","21140"
"22087","46721","38956"
"22089","52879","53778"
"22091","10262","7302"
"22093","21037","20944"
"22095","43184","38115"
"22097","82764","78539"
"22099","53621","43605"
"22101","49774","54469"
"22103","258111","236562"
"22105","133777","134825"
"22107","4462","4085"
"22109","111021","120154"
"22111","22330","18165"
"22113","59830","49805"
"22115","48847","46604"
"22117","46582","44029"
"22119","38798","38840"
"22121","26427","26174"
"22123","10982","10087"
"22125","15460","14922"
"22127","14134","14166"
"23001","107679","105323"
"23003","67111","65429"
"23005","293557","330092"
"23007","29897","28713"
"23009","54811","48826"
"23011","122083","122435"
"23013","39771","36425"
"23015","34342","29559"
"23017","57618","48313"
"23019","151096","152164"
"23021","16800","14796"
"23023","35634","30644"
"23025","50592","45847"
"23027","39694","30277"
"23029","31490","28920"
"23031","206229","171295"
"24001","70975","73707"
"24003","576031","567537"
"24005","828431","826940"
"24009","92003","67332"
"24011","33304","26566"
"24013","168429","139075"
"24015","102826","87764"
"24017","161503","126895"
"24019","31998","29003"
"24021","255648","239104"
"24023","29163","27036"
"24025","253956","220530"
"24027","323196","326906"
"24029","19383","19028"
"24031","1052567","1019716"
"24033","909308","788182"
"24035","50251","39826"
"24037","112664","105769"
"24039","25675","25048"
"24041","36968","38925"
"24043","150926","149890"
"24045","103195","106685"
"24047","51823","54865"
"24510","602495","714346"
"25001","213413","208660"
"25003","126348","131290"
"25005","564022","517628"
"25007","17352","17463"
"25009","790638","734610"
"25011","70963","60784"
"25013","470406","481309"
"25015","161355","157457"
"25017","1614714","1719776"
"25019","11327","12203"
"25021","705388","705723"
"25023","518132","451265"
"25025","807252","1135870"
"25027","830839","787591"
"26001","10362","8401"
"26003","9097","8774"
"26005","117327","97816"
"26007","28360","28378"
"26009","23365","19531"
"26011","15041","14444"
"26013","8320","8480"
"26015","61157","42891"
"26017","103923","93603"
"26019","17753","13365"
"26021","154141","153092"
"26023","43622","39361"
"26025","134487","133533"
"26027","51653","38698"
"26029","26244","24886"
"26031","25413","22183"
"26033","37517","36166"
"26035","30757","28130"
"26037","79332","53536"
"26039","13901","12962"
"26041","35857","34530"
"26043","25383","27796"
"26045","109826","100655"
"26047","33308","36710"
"26049","406892","382774"
"26051","25337","19294"
"26053","15096","15132"
"26055","92573","99797"
"26057","40599","37710"
"26059","45749","39114"
"26061","36219","36738"
"26063","31166","28282"
"26065","285284","335047"
"26067","64210","53741"
"26069","25081","22607"
"26071","11117","10218"
"26073","70562","73394"
"26075","158823","149524"
"26077","264870","266598"
"26079","17824","13995"
"26081","653786","750232"
"26083","2113","3351"
"26085","11881","9232"
"26087","88028","69034"
"26089","21764","18075"
"26091","98266","83870"
"26093","191224","151779"
"26095","6283","5881"
"26097","10787","10473"
"26099","874759","790539"
"26101","24528","24235"
"26103","66516","66021"
"26105","29100","27359"
"26107","43545","46114"
"26109","22983","20503"
"26111","83209","83249"
"26113","15113","11934"
"26115","150439","121306"
"26117","63968","54269"
"26119","9265","8435"
"26121","173588","165116"
"26123","48892","39165"
"26125","1259201","1400431"
"26127","26625","21002"
"26129","20952","19612"
"26131","5795","4716"
"26133","23341","20454"
"26135","8276","6829"
"26137","24665","24922"
"26139","290494","274261"
"26141","12738","10927"
"26143","23884","23281"
"26145","190800","199221"
"26147","159337","134320"
"26149","61043","60306"
"26151","41182","34041"
"26153","8068","7548"
"26155","68192","53134"
"26157","52516","40983"
"26159","75448","65015"
"26161","370963","439279"
"26163","1753893","1761179"
"26165","33466","33423"
"27001","15902","13490"
"27003","353813","293126"
"27005","34371","31825"
"27007","46847","46361"
"27009","40545","38147"
"27011","4989","4493"
"27013","67427","75236"
"27015","25111","26661"
"27017","35837","34323"
"27019","103551","89580"
"27021","29519","27216"
"27023","11924","11278"
"27025","55922","41655"
"27027","63955","54388"
"27029","8810","7401"
"27031","5393","5523"
"27033","11277","10970"
"27035","64889","66102"
"27037","425423","394111"
"27039","20822","15523"
"27041","37964","39175"
"27043","13758","11902"
"27045","21058","15920"
"27047","30444","27307"
"27049","46403","43482"
"27051","6021","4993"
"27053","1259428","1572903"
"27055","18578","15666"
"27057","21332","17805"
"27059","39966","31084"
"27061","45108","41627"
"27063","9911","10001"
"27065","16207","11490"
"27067","42855","44974"
"27069","4248","3641"
"27071","12440","11776"
"27073","6658","5734"
"27075","10658","10151"
"27077","3758","3150"
"27079","28494","21302"
"27081","5673","3902"
"27083","25629","30765"
"27085","35873","34818"
"27087","5519","5327"
"27089","9390","6680"
"27091","19785","19393"
"27093","23141","17136"
"27095","26139","26096"
"27097","33169","29129"
"27099","40011","38445"
"27101","8276","6639"
"27103","34220","31457"
"27105","21924","22577"
"27107","6475","5005"
"27109","156277","176301"
"27111","58812","53067"
"27113","14178","18077"
"27115","29483","24544"
"27117","9047","9691"
"27119","31529","29622"
"27121","11097","9158"
"27123","550210","649135"
"27125","3999","3100"
"27127","15249","14256"
"27129","14612","12622"
"27131","66523","60205"
"27133","9414","7442"
"27135","15150","15858"
"27137","199754","213091"
"27139","147381","120093"
"27141","96036","70447"
"27143","15028","11154"
"27145","159256","175297"
"27147","36803","39933"
"27149","9753","11407"
"27151","9345","8632"
"27153","24582","17519"
"27155","3308","2882"
"27157","21645","17193"
"27159","13773","15869"
"27161","18691","16939"
"27163","259201","211466"
"27165","10980","9478"
"27167","6254","4916"
"27169","50825","54413"
"27171","136349","109728"
"27173","9795","9227"
"28001","31192","31301"
"28003","36925","35868"
"28005","12326","9685"
"28007","18365","16925"
"28009","8271","6234"
"28011","31333","33222"
"28013","14436","12172"
"28015","9911","7066"
"28017","17171","16188"
"28019","8278","7140"
"28021","9002","11624"
"28023","15604","13703"
"28025","19386","17178"
"28027","22628","23933"
"28029","28543","27835"
"28031","18853","15440"
"28033","182001","159943"
"28035","75036","92883"
"28037","7788","6797"
"28039","24250","20792"
"28041","13586","11735"
"28043","21055","24117"
"28045","47334","42277"
"28047","206650","213556"
"28049","237085","265106"
"28051","17622","17696"
"28053","8257","8526"
"28055","1308","1068"
"28057","23517","20899"
"28059","143277","138658"
"28061","16428","14223"
"28063","7106","6578"
"28065","11234","8859"
"28067","68461","73917"
"28069","10027","10740"
"28071","54793","65782"
"28073","62447","51112"
"28075","75317","81129"
"28077","12455","10606"
"28079","22763","19285"
"28081","85202","104165"
"28083","28919","34744"
"28085","34205","33172"
"28087","58930","61396"
"28089","105630","113156"
"28091","24715","23454"
"28093","35451","28961"
"28095","35564","30254"
"28097","10023","8813"
"28099","29125","30040"
"28101","21443","19848"
"28103","10535","9401"
"28105","49599","60248"
"28107","34178","32476"
"28109","55387","46265"
"28111","11931","9740"
"28113","39563","42690"
"28115","31833","31113"
"28117","25315","23176"
"28119","7051","5787"
"28121","153902","145051"
"28123","28287","30097"
"28125","4377","4275"
"28127","26758","22778"
"28129","16002","12347"
"28131","18717","18626"
"28133","25735","28334"
"28135","13987","12513"
"28137","28759","27968"
"28139","21995","20392"
"28141","19454","17908"
"28143","9944","14344"
"28145","28606","26548"
"28147","14465","11641"
"28149","46176","47533"
"28151","45063","47600"
"28153","20298","18317"
"28155","9788","7602"
"28157","8792","7819"
"28159","18165","16390"
"28161","12392","10289"
"28163","28248","25993"
"29001","25339","31280"
"29003","17607","10571"
"29005","5171","4453"
"29007","25473","24313"
"29009","35886","35154"
"29011","11798","9952"
"29013","16320","12659"
"29015","19278","16365"
"29017","12169","8372"
"29019","180005","199787"
"29021","88571","98120"
"29023","42639","46800"
"29025","9108","6933"
"29027","44889","39253"
"29029","45815","42895"
"29031","78753","86486"
"29033","8743","6912"
"29035","6054","5256"
"29037","104954","79121"
"29039","14165","12031"
"29041","7451","5922"
"29043","86983","61899"
"29045","6842","5269"
"29047","246365","228802"
"29049","20470","14871"
"29051","76796","99036"
"29053","17603","15355"
"29055","23957","19933"
"29057","7569","5963"
"29059","16762","11802"
"29061","8313","6026"
"29063","12630","10596"
"29065","15441","12876"
"29067","13373","10441"
"29069","29423","27983"
"29071","103670","97790"
"29073","14705","13728"
"29075","6628","5656"
"29077","291923","338093"
"29079","9914","9758"
"29081","8414","7637"
"29083","21792","19659"
"29085","9509","7588"
"29087","4404","3462"
"29089","10137","10254"
"29091","40076","40024"
"29093","10177","10746"
"29095","700307","763152"
"29097","120636","132400"
"29099","224347","162668"
"29101","53652","52661"
"29103","3947","3072"
"29105","35713","33747"
"29107","32598","26116"
"29109","38359","31460"
"29111","9855","8181"
"29113","57686","42926"
"29115","12037","11561"
"29117","15146","14498"
"29119","23078","20402"
"29121","15153","13338"
"29123","12188","11039"
"29125","8769","6002"
"29127","28592","30992"
"29129","3641","3665"
"29131","25336","21943"
"29133","13336","11684"
"29135","16121","13168"
"29137","8664","7105"
"29139","11534","9011"
"29141","20358","16429"
"29143","17296","16457"
"29145","58266","52485"
"29147","22304","22885"
"29149","10541","9332"
"29151","13714","11782"
"29153","9017","7099"
"29155","16272","15834"
"29157","19150","19697"
"29159","42542","44423"
"29161","44732","49196"
"29163","18504","17121"
"29165","102985","98078"
"29167","32201","29122"
"29169","52014","47251"
"29171","4757","3546"
"29173","10212","7173"
"29175","24763","24336"
"29177","22883","16317"
"29179","6254","5485"
"29181","13401","11430"
"29183","399182","345201"
"29185","9395","7606"
"29186","17888","14016"
"29187","66692","68205"
"29189","996945","1159991"
"29195","22895","22699"
"29197","4599","3108"
"29199","4966","3781"
"29201","38458","37032"
"29203","8189","7022"
"29205","6050","5254"
"29207","29206","27616"
"29209","31749","24638"
"29211","6221","6104"
"29213","55852","62979"
"29215","25571","21933"
"29217","20528","18849"
"29219","34711","25587"
"29221","24943","19691"
"29223","13122","10672"
"29225","39109","28435"
"29227","2040","1346"
"29229","18378","16083"
"29510","302838","408232"
"30001","9404","9221"
"30003","13338","12883"
"30005","6807","6196"
"30007","6085","5004"
"30009","10714","8309"
"30011","1238","815"
"30013","81643","81844"
"30015","5745","4418"
"30017","11586","11431"
"30019","1747","1529"
"30021","8680","8225"
"30023","9131","7510"
"30025","2920","2741"
"30027","11113","10303"
"30029","102106","102634"
"30031","111876","115858"
"30033","1268","914"
"30035","13747","12786"
"30037","826","704"
"30039","3378","2606"
"30041","16347","16876"
"30043","12097","8997"
"30045","1952","1587"
"30047","30250","27252"
"30049","68700","73113"
"30051","2430","1994"
"30053","19794","17933"
"30055","1675","1270"
"30057","8768","8712"
"30059","1866","1557"
"30061","4316","3792"
"30063","118791","123202"
"30065","4651","3777"
"30067","16736","14758"
"30069","513","387"
"30071","4074","3661"
"30073","5972","4958"
"30075","1716","1385"
"30077","6968","6616"
"30079","1087","869"
"30081","43172","35263"
"30083","10913","11011"
"30085","11059","10904"
"30087","9063","9894"
"30089","11844","10386"
"30091","3424","3217"
"30093","34993","36533"
"30095","9534","8080"
"30097","3710","3442"
"30099","6162","5262"
"30101","4853","4646"
"30103","679","510"
"30105","7437","6840"
"30107","2236","2101"
"30109","1034","855"
"30111","160137","167261"
"31001","31511","33403"
"31003","6336","5188"
"31005","465","284"
"31007","730","543"
"31009","476","338"
"31011","5239","4996"
"31013","10772","9727"
"31015","1955","1598"
"31017","2973","2929"
"31019","49615","53161"
"31021","6488","5309"
"31023","8058","6599"
"31025","26159","18912"
"31027","8446","6979"
"31029","3977","3858"
"31031","5761","4944"
"31033","9310","10429"
"31035","6214","5774"
"31037","10881","11515"
"31039","8940","8925"
"31041","10840","9528"
"31043","20083","23534"
"31045","8716","7665"
"31047","23709","24013"
"31049","1825","1570"
"31051","5709","4290"
"31053","36791","38048"
"31055","566880","662344"
"31057","1770","1178"
"31059","5527","4913"
"31061","3023","2341"
"31063","2608","2378"
"31065","4715","4666"
"31067","21493","23087"
"31069","1897","1385"
"31071","1987","1839"
"31073","1996","1244"
"31075","660","609"
"31077","2356","1960"
"31079","61607","69690"
"31081","9280","8594"
"31083","3401","2360"
"31085","916","502"
"31087","2806","2273"
"31089","10178","9743"
"31091","682","730"
"31093","6468","5333"
"31095","7097","7266"
"31097","5134","4740"
"31099","6544","5330"
"31101","8021","7099"
"31103","810","392"
"31105","3618","3103"
"31107","8419","7519"
"31109","317272","337586"
"31111","35185","33330"
"31113","749","522"
"31115","618","392"
"31117","492","131"
"31119","35392","42442"
"31121","7733","6634"
"31123","4686","3788"
"31125","3532","2893"
"31127","6958","7519"
"31129","4195","3557"
"31131","15985","14630"
"31133","2632","2394"
"31135","2929","2400"
"31137","8996","9339"
"31139","7142","5354"
"31141","33363","36914"
"31143","5278","4066"
"31145","10726","10354"
"31147","7937","6626"
"31149","1360","1073"
"31151","14350","15852"
"31153","184459","165655"
"31155","21303","16993"
"31157","35989","36404"
"31159","17318","18442"
"31161","5190","4328"
"31163","3038","2217"
"31165","1187","550"
"31167","5970","3564"
"31169","5039","5010"
"31171","720","645"
"31173","7303","7951"
"31175","4190","4238"
"31177","20667","17889"
"31179","9403","10059"
"31181","3533","3138"
"31183","805","605"
"31185","13772","15193"
"32001","24440","22387"
"32003","2231647","2213800"
"32005","48467","46197"
"32007","52460","49293"
"32009","826","607"
"32011","2003","5484"
"32013","16786","16862"
"32015","5575","6031"
"32017","5201","5271"
"32019","55808","46041"
"32021","4514","4352"
"32023","45346","41364"
"32027","6666","5546"
"32029","4029","16314"
"32031","465735","468026"
"32033","9475","9000"
"32510","55414","62720"
"33001","61022","58574"
"33003","48779","47618"
"33005","76493","73688"
"33007","31589","29821"
"33009","89786","106660"
"33011","415247","404213"
"33013","151132","158289"
"33015","309176","288480"
"33017","130090","117388"
"33019","43144","35542"
"34001","265429","295117"
"34003","936692","966625"
"34005","445384","445882"
"34007","507078","497797"
"34009","92560","95569"
"34011","150972","157421"
"34013","799767","848412"
"34015","291408","283676"
"34017","676061","625791"
"34019","124714","112364"
"34021","369416","465221"
"34023","829685","896193"
"34025","621354","600951"
"34027","494228","563644"
"34029","601651","520269"
"34031","503310","469111"
"34033","62607","58995"
"34035","331164","368434"
"34037","140799","110410"
"34039","558067","555145"
"34041","105779","89670"
"35001","678701","715438"
"35003","3578","3170"
"35005","64689","61767"
"35006","26746","25064"
"35007","12110","11717"
"35009","49437","47563"
"35011","1781","1388"
"35013","217522","205673"
"35015","57900","59168"
"35017","27346","26162"
"35019","4341","4519"
"35021","655","592"
"35023","4240","3844"
"35025","69611","73886"
"35027","19556","18241"
"35028","19101","27708"
"35029","23963","24203"
"35031","72290","71826"
"35033","4506","2827"
"35035","66781","57132"
"35037","8253","8390"
"35039","39006","33067"
"35041","18743","18222"
"35043","145179","111342"
"35045","124876","125903"
"35047","27591","26718"
"35049","150056","144392"
"35051","10968","10760"
"35053","16194","16420"
"35055","32835","29479"
"35057","15591","13927"
"35059","4118","3856"
"35061","76456","61919"
"36001","307117","411599"
"36003","46430","45680"
"36005","1432132","1187614"
"36007","191659","211839"
"36009","76840","76605"
"36011","77145","69357"
"36013","127939","131933"
"36015","84254","87113"
"36017","47536","44782"
"36019","80695","84936"
"36021","59916","53063"
"36023","47823","48221"
"36025","44527","43238"
"36027","293718","285114"
"36029","919719","1020358"
"36031","37300","37444"
"36033","50293","51525"
"36035","53591","49791"
"36037","57511","56150"
"36039","47491","43760"
"36041","4434","4099"
"36043","61833","53444"
"36045","111755","112855"
"36047","2582823","2235749"
"36049","26447","22156"
"36051","63227","57885"
"36053","70876","65117"
"36055","742474","829687"
"36057","49455","49711"
"36059","1358343","1376786"
"36061","1628701","3523768"
"36063","210433","195210"
"36065","229577","250229"
"36067","461809","527784"
"36069","109864","115849"
"36071","381951","370403"
"36073","40612","37420"
"36075","117898","109274"
"36077","59749","60954"
"36079","98892","75343"
"36081","2278906","1903434"
"36083","159442","147673"
"36085","476179","391518"
"36087","325695","310170"
"36089","108047","109963"
"36091","230163","209761"
"36093","155350","150883"
"36095","31097","27388"
"36097","17912","14873"
"36099","34300","31731"
"36101","95796","95544"
"36103","1481093","1463695"
"36105","75498","69183"
"36107","48560","40515"
"36109","102793","120150"
"36111","178599","158927"
"36113","64265","76535"
"36115","61197","50154"
"36117","90064","77737"
"36119","967612","977597"
"36121","40085","35771"
"36123","24841","21543"
"37001","166436","158882"
"37003","37353","28923"
"37005","11161","10570"
"37007","24877","22808"
"37009","27109","22312"
"37011","17505","18297"
"37013","47079","45808"
"37015","19026","17695"
"37017","33190","33123"
"37019","136744","120866"
"37021","259103","265909"
"37023","90382","81935"
"37025","211342","188239"
"37027","82029","72893"
"37029","10710","7132"
"37031","69524","66998"
"37033","22698","16521"
"37035","158652","176689"
"37037","73139","55397"
"37039","28383","26542"
"37041","14029","13472"
"37043","11139","8464"
"37045","97645","90013"
"37047","55655","51637"
"37049","102912","103148"
"37051","332330","337373"
"37053","27072","20912"
"37055","36501","38342"
"37057","166614","134833"
"37059","42733","35965"
"37061","58856","54829"
"37063","316739","384289"
"37065","52005","48992"
"37067","379099","401666"
"37069","67560","49308"
"37071","222846","197637"
"37073","11573","7701"
"37075","8484","7279"
"37077","60115","53026"
"37079","21012","16102"
"37081","533670","598204"
"37083","50574","46538"
"37085","134214","108514"
"37087","61971","52934"
"37089","116748","104080"
"37091","23659","25304"
"37093","54764","40215"
"37095","5230","5229"
"37097","178435","172055"
"37099","43327","42940"
"37101","202675","161448"
"37103","9637","9632"
"37105","61452","63555"
"37107","55976","59336"
"37109","83770","67470"
"37111","45507","41652"
"37113","35285","32638"
"37115","21763","16363"
"37117","22671","21163"
"37119","1093901","1245250"
"37121","15000","13660"
"37123","27271","25830"
"37125","98682","95633"
"37127","94016","97396"
"37129","232274","242347"
"37131","19676","18652"
"37133","197683","174410"
"37135","146027","159632"
"37137","12670","11654"
"37139","39639","40588"
"37141","62162","47294"
"37143","13422","10605"
"37145","39507","31783"
"37147","179914","181836"
"37149","20611","16700"
"37151","143351","126335"
"37153","44887","44985"
"37155","131831","127680"
"37157","90690","78029"
"37159","141262","130875"
"37161","66826","62677"
"37163","63626","55611"
"37165","34810","36987"
"37167","62075","53690"
"37169","45467","32202"
"37171","71948","71612"
"37173","14245","18124"
"37175","34215","30165"
"37177","4131","4079"
"37179","235908","185702"
"37181","44582","43176"
"37183","1092305","1131264"
"37185","19807","16390"
"37187","11859","10491"
"37189","55945","62410"
"37191","123248","116696"
"37193","68557","63290"
"37195","81455","87366"
"37197","37543","30604"
"37199","17903","14088"
"38001","2294","2179"
"38003","10542","10439"
"38005","6962","6283"
"38007","919","956"
"38009","6411","6114"
"38011","3076","3235"
"38013","2100","1785"
"38015","95273","107537"
"38017","181516","206692"
"38019","3829","3449"
"38021","4903","4747"
"38023","2283","1734"
"38025","4332","3296"
"38027","2313","1999"
"38029","3295","2987"
"38031","3216","3499"
"38033","1769","1652"
"38035","70770","79829"
"38037","2374","1726"
"38039","2232","2132"
"38041","2514","2093"
"38043","2450","1925"
"38045","4062","3559"
"38047","1903","1816"
"38049","5816","4236"
"38051","2585","2636"
"38053","13632","14769"
"38055","9541","8853"
"38057","8267","9448"
"38059","31095","27539"
"38061","10218","9419"
"38063","2869","2604"
"38065","1952","1774"
"38067","6947","7488"
"38069","4081","4307"
"38071","11481","12423"
"38073","5237","4742"
"38075","2374","2194"
"38077","16239","16246"
"38079","14301","14860"
"38081","3870","4779"
"38083","1349","945"
"38085","4358","4186"
"38087","763","459"
"38089","30997","34059"
"38091","1903","1480"
"38093","20917","22949"
"38095","2192","1747"
"38097","8037","7615"
"38099","10667","10940"
"38101","67744","69308"
"38103","3957","3700"
"38105","35350","41424"
"39001","27724","24082"
"39003","102663","115482"
"39005","53745","49104"
"39007","97493","86550"
"39009","65818","71240"
"39011","45804","43461"
"39013","67505","63232"
"39015","43602","34011"
"39017","382378","365479"
"39019","27081","20036"
"39021","38754","31955"
"39023","134585","128111"
"39025","205466","162483"
"39027","42057","45402"
"39029","102665","88739"
"39031","36629","32939"
"39033","41550","37470"
"39035","1243857","1444943"
"39037","51323","44895"
"39039","38165","36960"
"39041","204826","190621"
"39043","74615","81392"
"39045","155782","125689"
"39047","28666","27659"
"39049","1310300","1473225"
"39051","42276","40665"
"39053","29979","31209"
"39055","94031","83911"
"39057","167995","176863"
"39059","39022","36081"
"39061","816684","990846"
"39063","75930","87102"
"39065","31480","27767"
"39067","15174","12216"
"39069","27086","27789"
"39071","43058","38548"
"39073","28385","22227"
"39075","43892","43150"
"39077","58504","53741"
"39079","32384","30852"
"39081","65767","63630"
"39083","61893","53338"
"39085","230514","213804"
"39087","59866","51075"
"39089","175769","156015"
"39091","45358","43176"
"39093","309461","268022"
"39095","429899","453740"
"39097","44413","41879"
"39099","229642","239440"
"39101","65256","65409"
"39103","179146","147771"
"39105","23106","18316"
"39107","40959","40824"
"39109","106222","97843"
"39111","13790","11915"
"39113","532331","561102"
"39115","14604","10961"
"39117","35112","23860"
"39119","86183","87189"
"39121","14354","12618"
"39123","40769","35649"
"39125","18760","15454"
"39127","36033","27670"
"39129","58086","48306"
"39131","28067","28052"
"39133","162927","148691"
"39135","40997","31360"
"39137","33780","28413"
"39139","121099","125158"
"39141","76931","73621"
"39143","58799","58347"
"39145","75502","74429"
"39147","55207","49748"
"39149","48627","53650"
"39151","371574","369191"
"39153","541918","569816"
"39155","198627","186108"
"39157","92176","90640"
"39159","57835","65532"
"39161","28281","25607"
"39163","13139","10324"
